topic,white_M,hispanic_M,black_M,asian_M,white_F,hispanic_F,black_F,asian_F,carnegie_group,carnegie_tag
82,-0.044428439092878368533,-0.15850942875220964609,-0.033422089289345858674,0.11094420560508854324,-0.010886456084080471944,0.11927924089749469816,0.029227633842604745025,0.11175768148543292193,usnr_rank_cat,top_100
83,0.0033661855717761360405,0.16476525577574757133,0.17009651143397354507,-0.08420436161404739185,-0.059678102963123071058,0.23752730972607941388,0.034958707258943300393,0.15827558603467953454,usnr_rank_cat,top_100
84,0.04826489212105068412,0.0017836649717075130821,0.038465637854383202105,-0.1862452204885753269,-0.010070589615963959596,-0.0930799700252129082,0.02510140039487792035,0.049069088380443462286,usnr_rank_cat,top_100
85,-0.027681413521975621616,-0.19919175449780482438,0.0019607378653830866361,-0.21281829935457370536,0.04073812483049629805,-0.098445263023904264665,-0.024373068925023723484,0.119791062392492680196,usnr_rank_cat,top_100
86,0.11218045642267796382,-0.015858743840113957637,0.022786891898266792744,0.23292175539179173075,-0.067356996516316854106,-0.11936975231660821591,-0.040601744278198062456,-0.030001015634664169273,usnr_rank_cat,top_100
87,-0.12024190806737538001,0.35624838744723857974,-0.078979326898425608356,0.36613806122129113625,-0.060909948746147588375,0.5074218811390486248,0.036762546135824647757,0.16027811921170019669,usnr_rank_cat,top_100
88,-0.09855481846870889318,0.14655451908374499787,-0.0052666558357210130326,-0.0440964583057401868,0.01905279567097126008,0.116596093027273617,0.07513120588973515356,0.078594783484163919986,usnr_rank_cat,top_100
89,0.053080378810369150907,0.08602830149821047922,0.16830382630691544674,0.33175149208304265623,-0.088091324812477869147,-0.028844985102231638209,-0.064200898013258202374,0.10870210495130911538,usnr_rank_cat,top_100
90,-0.01380633892880914795,-0.03294436305894269388,-0.08238545188995487358,-0.2329757168749307649,0.05354374068820699859,0.040464623298695947878,0.062719021349846684624,-0.15120999439978916333,usnr_rank_cat,top_100
91,0.018203084702326591867,-0.024686309662818087338,0.030923202110644544094,0.055790029058474006657,-0.0048236240627318126262,-0.028127511922087785527,-0.038663849327619056583,-0.030751216252420179485,usnr_rank_cat,top_100
92,-0.28716853342837258487,-0.22242985387347865835,-0.2933791676881392486,-0.46357310291571060827,0.23284248026689286718,0.1051088470884973757,0.22072750272807606495,-0.224436694209973886,usnr_rank_cat,top_100
93,0.31457609672316892387,0.2816579292049736391,0.29210565550876665508,0.44453847768089153664,-0.17332894387899737822,-0.33254553291406581465,-0.21508286575058039268,-0.13843672457175995984,usnr_rank_cat,top_100
94,-0.022068002864363360483,-0.108718100428640363625,-0.07718506433310128587,-0.05359420440099204588,0.044065281216487642464,-0.17145400367362804566,-0.016424738768061731002,0.00012254406233577644445,usnr_rank_cat,top_100
95,-0.28218514902257026665,-0.23619243458103829456,-0.2881061316622484611,-0.42826909339084114412,0.19933470366737870007,0.10846013315879884085,0.18224378813321245125,-0.020808782862890391199,usnr_rank_cat,top_100
96,0.004727351803886229906,-0.061419331864719304648,-0.008475016564721143421,-0.14711931632674745036,0.023986334873665586813,-0.029438615901658411137,0.01391257549732765979,-0.03496590318040149241,usnr_rank_cat,top_100
97,0.025664074354235430421,-0.0020441304610850837562,-0.043923867437562776495,0.0016290179975490199152,-0.005375544362453969782,-0.03777931864897085448,-0.026660511977935907565,0.008361769293529354593,usnr_rank_cat,top_100
98,0.03186206636549367003,-0.11920814571100380884,-0.046015390710368268422,-0.13281754585084887672,0.034472585828252175536,-0.044898471499014594476,0.0014230653143679953361,-0.15210330566672165727,usnr_rank_cat,top_100
99,0.058958917164321897894,0.07824615138065358396,-0.03563614969597802087,0.12934596502045365843,-0.025291010739614213135,-0.06750642114475039694,0.0093080864763733365316,-0.1137674873624507821,usnr_rank_cat,top_100
100,0.10840240845075739041,-0.151066086516407053,0.09336391245795076159,0.37372705501032942802,-0.07878341133500638653,-0.31619123904200969154,-0.10054510805164632725,0.112288157914234023975,usnr_rank_cat,top_100
101,0.054155213113650083057,0.10182407001337660205,0.043713888048998768374,0.103886970929975482937,-0.03336777538979998918,-0.04220097576490951935,-0.032205945392520316092,-0.046205119823084666458,usnr_rank_cat,top_100
102,0.10610524745429199332,0.094558166157112306374,0.16183858851174730579,0.470550737892704899,-0.106488165578334372766,-0.0019084073131957985455,-0.16307508204891674544,0.0151310177307746659015,usnr_rank_cat,top_100
103,-0.074203205602975869266,0.10094443440320043158,0.056327955094254619924,0.09251940902565325745,-0.021166448092425506193,0.19627044692082611739,-0.016720494165275163697,0.1758101447471856867,usnr_rank_cat,top_100
104,-0.011022679658080491972,0.22691971867422466923,0.33889776761777473972,-0.11385011110518834934,-0.036825189929049828585,0.18355699538607702921,0.010686884578786399569,0.03977485651492123264,usnr_rank_cat,top_100
105,0.15533820662376522084,0.10579135973362593286,0.061792828607700512472,0.09852875712728387475,-0.070888592011147665635,-0.042892279727630091982,-0.07348654452895617931,-0.117075444695742212785,usnr_rank_cat,top_100
106,-0.06387080963823587985,0.06432489384887577822,-0.11168333615685914294,-0.21272591260470282424,0.08573542145161929017,-0.026478923442943880706,0.04986814793634175634,-0.17362543083252353723,usnr_rank_cat,top_100
107,-0.08144014470573123583,-0.2769157467822776837,-0.1437392754770619814,-0.48601912623659708788,0.11502382079724349901,0.12086861420705319998,0.13513511939577368742,-0.13290399785801762576,usnr_rank_cat,top_100
108,-0.023170246689711390296,-0.05297038397412525616,-0.057048652382764682568,-0.031657552298174136197,0.020270668725422177556,0.089589253779135817374,-0.032931315384074178994,-0.005628715399881760364,usnr_rank_cat,top_100
109,0.2901472395106013864,0.13488227436468167421,0.26878576532020216551,0.19398204648258727612,-0.157930383170317683,0.012146434032484489064,-0.20992570744774062232,-0.09688938294373923625,usnr_rank_cat,top_100
110,0.021796593701871682801,0.119453484016011790276,0.08072233592899355015,-0.04818778434018993785,-0.0148150506899552724576,-0.05873499255440194647,-0.020207446754705173304,0.034171690085377247055,usnr_rank_cat,top_100
111,0.021645455737358293316,-0.010670828920097088892,0.03559958810473092233,-0.021518789434638766573,-0.00071266642782702346566,-0.01897066402256301535,0.008340727954514632627,-0.062041510808602704234,usnr_rank_cat,top_100
112,-0.030293649787452285095,-0.09328714173681504026,-0.06874276771567555753,-0.15252299006383096807,0.05743353201609605128,-0.09641397587116624755,-0.039006771195683084894,-0.011683012908298236101,usnr_rank_cat,top_100
