white_M,hispanic_M,black_M,asian_M,white_F,hispanic_F,black_F,asian_F
0.12901351412628848,0.12797312214214318,0.12777800557248914,0.143030368438427,0.1135979945407022,0.1107619333512141,0.11427750208895945,0.13356755973977633
0.12343665174368165,0.12243426105736008,0.12398570766279268,0.11963825431225188,0.12823775444341265,0.1270067714474528,0.12873074164815088,0.1265298576848974
0.12081223272408424,0.1242614195132707,0.12237329985410109,0.13239434406830025,0.1212419671049872,0.12309674631287155,0.12177796487516779,0.13404202554721723
0.1256860090494116,0.12511363330449948,0.12569166589164724,0.12314031366416936,0.1251828024912971,0.12356189094510084,0.12517412798471264,0.12644955666916177
0.1256029467289333,0.12479689642207119,0.12567852876269303,0.12674442757607793,0.12359339952608435,0.12188362667976582,0.12323267717473432,0.12846749712964
0.12818216732092502,0.1265365178615608,0.1282083860270928,0.12313523292160398,0.12390948560765738,0.12154965559039857,0.12395699020072676,0.12452156447003465
0.12475478350154637,0.12384863095340956,0.12482232960636833,0.11907068811753276,0.12798058480283675,0.1263341568532944,0.12738525942347717,0.12580356674153464
0.1275345991521117,0.12706546718922226,0.12795983984303658,0.12461058285591038,0.1223681586993051,0.12222799781596835,0.12210066595234684,0.12613268849209872
0.1317224069889329,0.1323857708249242,0.13090909369643422,0.14457217898645142,0.1114021195399617,0.10957277108333457,0.11217059912130703,0.12726505975865404
0.12650236744448473,0.12652967251476568,0.12630867796101544,0.12460194451896715,0.12406988849678613,0.12336970793738962,0.12325811460457886,0.1253596265220123
0.1282726025330517,0.12821273206744804,0.1278197129172685,0.1254910822767392,0.122934826308341,0.12146924728551128,0.12130903220357221,0.1244907644080681
0.12575778729834744,0.12574670204639962,0.12591935194514658,0.12306610051934262,0.12490722984041135,0.12423575263725578,0.12452291556403151,0.125844160149065
0.1262506760796184,0.12659260144178378,0.12640643964865209,0.12229355105236768,0.12479198196650886,0.12432437216354063,0.12423346807194342,0.12510690957558515
0.12624213293087727,0.12575268608337345,0.1264607192940682,0.12471054267121935,0.12404409019664688,0.12254041105983436,0.12383549835910831,0.1264139194048721
0.1272921318369285,0.12642516475552576,0.12726675657089112,0.12383507051749072,0.12386084534569333,0.122789229688223,0.12339206825995432,0.12513873302529313
0.12575613259467366,0.1252091599414605,0.1260633269180281,0.12098022610641863,0.12643550662368422,0.1254053901065811,0.1257357657250828,0.12441449198407106
0.12510508036732426,0.12438064682747725,0.1265692722537523,0.11411059568858718,0.12900925124525492,0.12699332110816489,0.13001253610482244,0.12381929640461678
0.12995777940986294,0.12618601399968812,0.12931045308805403,0.11726614427326586,0.12555846826671113,0.12315309570968384,0.12509799937847332,0.12347004587426069
0.13067106695735958,0.13255545694255408,0.1290727667968948,0.13633426700013293,0.11625899105914765,0.1151188841511449,0.11579397625275957,0.1241945908400066
0.12726754856545977,0.12664189976274895,0.12678799151516582,0.12729292582906615,0.12245128866818467,0.12139940624761779,0.12198427874372936,0.12617466066802752
0.12074175573344315,0.1197917084889084,0.12160115114316147,0.11405595433449135,0.13339425517412984,0.1298019571317478,0.13395947094131166,0.12665374705280621
0.12427580803066228,0.12167427934490214,0.12589727292832834,0.10889427207297396,0.1316232053986951,0.1310132421498432,0.13195997051732378,0.12466194955727117
0.12362904272312444,0.1255734134291451,0.12388161908145204,0.133767559152426,0.11958021955677478,0.11977412311778671,0.11981015257578477,0.13398387036350626
0.12574267772026834,0.12528192578254946,0.12568262390232515,0.12476098094826661,0.12373358473233088,0.12371428663443726,0.12383557744981122,0.12724834283001113
0.12660597113806243,0.1266435969749501,0.1264723673218207,0.13129716695268367,0.12005485252004254,0.11910880357059513,0.11978499777478574,0.13003224374705954
0.12561189310350862,0.12530425066137776,0.1255228293886692,0.12372175741848725,0.12486810797480148,0.12472383123705394,0.12437031554914554,0.12587701466695617
0.1257328507403689,0.12489060186456274,0.1264325274582275,0.12032938541667093,0.1259194599558528,0.12556943834146536,0.12555596124411617,0.1255697749787355
0.12647326866694408,0.1273997374852553,0.12669628413207443,0.1252002663332854,0.1225001449079777,0.12286734480638163,0.12270875255547327,0.1261542011126082
0.12685985619476922,0.12686109962844258,0.1264050103677607,0.1273272203346672,0.12241120354584749,0.12130316331375858,0.12214610295052337,0.12668634366423084
0.12661135681053093,0.12484422268686844,0.12667773948818037,0.1297064854708923,0.12172225324891857,0.12037431831912708,0.12173968945770083,0.12832393451778148
0.12516336528851574,0.12507704619662086,0.12522431886103624,0.12186296898285812,0.12559180394331126,0.12518355862508088,0.1252908362047298,0.1266061018978472
0.1256055174164308,0.12563133047615208,0.12567989686831568,0.12258392699874929,0.12432529138004135,0.12504018601910627,0.12443875853153898,0.1266950923096656
0.12479996451463773,0.12434573403007235,0.12522027352857804,0.1204623825006661,0.12650280687217413,0.12605241156091898,0.12654766599547362,0.12606876099747905
0.12646522254680412,0.1254915507975097,0.1264295250881003,0.12152341648241913,0.12540957456645924,0.12368564360537784,0.1251378943412693,0.12585717257206036
0.12778543318826227,0.12798396083509028,0.12773793209754541,0.12522611549291393,0.12271377462410349,0.12218141094147372,0.12210430290512124,0.12426706991548964
0.1272017879118983,0.12762523166198347,0.12694685414776952,0.12520410028749518,0.12300161897391648,0.1230134829327903,0.12228249707700099,0.12472442700714573
0.12569717255709245,0.12605994131755435,0.12548309825850795,0.12113475065276368,0.12562557888795034,0.1257370839986987,0.12534675893034147,0.12491561539709106
0.12627462625517405,0.12656166507114908,0.1263138187956515,0.12087695712335277,0.12518908900581102,0.12528499075916014,0.12501194112265718,0.12448691186704426
0.1256211763266383,0.12634744120749816,0.125698689171604,0.12163840967368211,0.12505758049566915,0.1255800289851202,0.12495620700042484,0.12510046713936326
0.12645694037156288,0.126795199120527,0.12646661176056823,0.12251666471927686,0.12465227613122379,0.12426124926290692,0.12411893085067091,0.12473212778326344
0.1230818344752829,0.12251521170427424,0.12328535165085237,0.11668814653243537,0.130205741527841,0.1287136031079884,0.13017314902821492,0.1253369619731108
0.1261123788525106,0.1263656831608759,0.12636772036340538,0.12157987375232741,0.12523690706762802,0.12491521516305276,0.12467268969395047,0.12474953194624953
0.12640592649898266,0.12681151599672158,0.12664838986472682,0.12170737557526849,0.12451655789264716,0.12551997809434404,0.123737111656693,0.12465314442061622
0.13011207361916843,0.12600260743264335,0.12926829419139577,0.11975367622252873,0.1269352469565714,0.12003101910206598,0.12381972220085447,0.12407736027477184
0.12607953619576306,0.12576105831502313,0.12606565609459802,0.12324325662706775,0.12450341069874694,0.12347931581594167,0.12427086163469545,0.12659690461816403
0.12630838278399836,0.12592599979610822,0.12639739617284584,0.12143276707286652,0.12515953411977054,0.12446335628474985,0.12494938503378447,0.1253631787358762
0.12952476557388387,0.12881162839246912,0.12883823748074316,0.12518732066939714,0.12140281701281548,0.12087400976727793,0.12110447317465375,0.12425674792875954
0.12299030779234807,0.12526043277878923,0.1256155109823229,0.114901196872311,0.1314490925383961,0.12911550178805714,0.1289651037445935,0.12170285350318204
0.13011358082807087,0.12958773662235593,0.12882748389571486,0.1299243976925424,0.12042779767907548,0.11856633684448825,0.11923609091215819,0.12331657552559394
0.12711431314518395,0.12936658855860567,0.1266157659012259,0.1273968402714,0.12198412065233098,0.12199226982731076,0.12076215707445141,0.12476794456949147
0.12068377855339042,0.1203866266316321,0.12109037291145763,0.11505868309074135,0.13233372618041783,0.13055075030799201,0.13243309654883095,0.12746296577553762
0.12695647364726112,0.12639405520690375,0.1267842546634847,0.12236790117251312,0.12394193668023872,0.12398548874849094,0.12407195465198195,0.12549793522912572
0.12826935345207208,0.12672938936622052,0.1284042472692118,0.11941041664279893,0.12539063684069524,0.12320677049732605,0.12560021297410887,0.1229889729575665
0.11852905202133675,0.1178612383512553,0.11830650114505518,0.10784477434129958,0.13752254258715763,0.13612086282506175,0.13654037795542026,0.1272746507734135
0.12402005842668173,0.12419687609193127,0.12430107345946455,0.12020362254451081,0.12733246797407008,0.12738893309940558,0.12684444188286995,0.12571252652106604
0.12889363675955579,0.12806770978220616,0.12877877482881087,0.12734855505956066,0.12087025534974706,0.12018461688505068,0.12084183120075633,0.12501462013431258
0.12822674933430142,0.12700539733259278,0.12807890452560616,0.1237412086082723,0.1228774164062871,0.12255883262623832,0.12186708035607914,0.12564441081062283
0.12341880100667937,0.12407324747247961,0.12394782874670153,0.1188091501633313,0.12757737311634818,0.12805547183162264,0.12751096310411603,0.12660716455872129
0.12849901916798925,0.1270248023011657,0.12815450355713515,0.12843661558745256,0.12136822981926451,0.11933006683556645,0.1210407625560705,0.12614600017535585
0.12527690985418757,0.1253080586296727,0.12538774642704345,0.12394767394838997,0.12492024137737648,0.12405625693616734,0.12455249488239624,0.12655061794476619
0.1259672466308581,0.12572947776861235,0.12604455549289584,0.12239942656612243,0.12419796627245809,0.1253522132713077,0.12425034259749554,0.12605877140024996
0.12468998334847611,0.12437937649302545,0.12490417725037888,0.12176941473427554,0.12625373097863035,0.125410389710761,0.1261152669346779,0.12647766054977477
0.12790551535745878,0.12719523377591496,0.12707340742241205,0.1289234964110323,0.12100868787252286,0.12027480910275692,0.12069370806027604,0.12692514199762606
0.12467386971759792,0.12576772691580249,0.12455652519179963,0.12184233837089152,0.12636496919462067,0.12564330996498338,0.1250967189297214,0.12605454171458297
0.12634987234198114,0.12595934638668177,0.1262674327182146,0.1232799922130338,0.12442995808621744,0.12380269314211562,0.12410012397665922,0.12581058113509638
0.12515819139267786,0.12469085239199233,0.12523498855340745,0.12127632407338074,0.12588958129570646,0.1258426530965079,0.12566366744053592,0.12624374175579126
0.12594385287434653,0.1257975227895504,0.12622051552625815,0.12162616127247218,0.1255591231083226,0.12460368525803515,0.125200708008741,0.12504843116227396
0.1274684000157062,0.12760872208676247,0.12718510851034937,0.1246200300174585,0.12212683331565496,0.12341975097990951,0.12229467342004736,0.12527648165411154
0.13028261091379506,0.13031561442083628,0.12944339313366918,0.13568286851103312,0.1176594488394969,0.11578962285880043,0.11631776819724667,0.12450867312512227
0.12666342581107976,0.12632876492288472,0.12691782468834834,0.12525866208275227,0.12345967483584318,0.1226159664608116,0.12272843606156048,0.1260272451367197
0.12460335794102445,0.12405959050996407,0.12482621915438451,0.11876958615794217,0.12769246584218005,0.12679287227707176,0.12744730298369547,0.12580860513373754
0.12277716187580451,0.12184621570436566,0.12316594640256227,0.11609209085083698,0.13076653363780272,0.1282939857467933,0.1305093803567727,0.12654868542506198
0.12236389258368721,0.12225239487689683,0.12316812961158884,0.11678519743137952,0.13053028749052292,0.13017162785671504,0.13021692299394919,0.12451154715526053
0.12473534401491689,0.12413279285633635,0.12476694582850739,0.11997600130106026,0.12748714268639913,0.12580825683302801,0.12692641274635205,0.12616710373339984
0.12708864126204236,0.1280393905555046,0.12707767381844784,0.12045352637518288,0.12393225055824766,0.12599622376691888,0.12423241417721702,0.12317987948643863
0.12523984590182186,0.12539277865610365,0.12544427769246475,0.1215921376604573,0.1258794947291994,0.1251982830432408,0.12559668807903981,0.1256564942376724
0.126137837850682,0.1260198330213779,0.1259552989030661,0.12397215712121509,0.12432083446966104,0.1229197884296569,0.12430626609772866,0.12636798410661224
0.1256862531602158,0.12492345925869273,0.12555897216858453,0.1215827761748737,0.1258979765146093,0.12480220973008031,0.12560745746041865,0.1259408955325249
0.12885821956192745,0.12788505360415206,0.12937563728261636,0.12725256136597732,0.12037865088858048,0.12006267721985985,0.12040982672973773,0.12577737334714875
0.12750396942032,0.12533532887208754,0.12702140858774794,0.1250122455338481,0.12378077041645277,0.12126507069215393,0.1234885627144131,0.12659264376297646
0.12912806884512823,0.12920009303337598,0.12832954803175678,0.12366562256384747,0.12225629447587742,0.12229474020278819,0.1217302136066624,0.12339541924056356
0.12790136631621332,0.1270563539425021,0.12846416886910703,0.11988977677880651,0.1245358696891007,0.12329780839163486,0.12460564150518418,0.12424901450745139
0.12802575832388102,0.12740589727639068,0.12793307127184977,0.12201234672935951,0.1242058306422423,0.12295708119410705,0.12377472979734916,0.12368528476482055
0.12510986890698295,0.12569595727351474,0.12655269523625753,0.1184057897154605,0.12559329316984436,0.12874305903765948,0.12536750367961835,0.12453183298066206
0.1257023366704026,0.12602757239027154,0.12560570946456012,0.12317729711825219,0.12527313572891632,0.12396610063049573,0.12468966630777051,0.12555818168933097
0.12788363179423867,0.12715302494332073,0.12799722123679264,0.12329501695051752,0.12328985630185679,0.12259512808009441,0.12284037193169416,0.12494574876148515
0.12718825298721576,0.125850374757954,0.12722098912663576,0.11723754453777455,0.12726176034642803,0.12551417240703372,0.12677947420162877,0.1229474316353295
0.12786650107307543,0.1274905640420916,0.12784555898655428,0.125986864562506,0.12222823053791095,0.12117346957358338,0.12197656449254053,0.1254322467317378
0.12809206730242664,0.1274524033426884,0.12798755350059576,0.1230005378352398,0.12339069302738137,0.12275890869896651,0.12298637732433813,0.1243314589683633
0.1254469876641699,0.12474526376961027,0.126057727526984,0.11902689871962355,0.126780579080069,0.12537136208244923,0.12774115406044353,0.12483002709665064
