carnegie_group,carnegie_tag,topic,expected_dist
hsi,HSI,184,0.038188031421284036398
hsi,not HSI,184,0.9618119685787159566
hsi,HSI,185,0.038173965579172122195
hsi,not HSI,185,0.9618260344208278995
hsi,HSI,186,0.03818858636018882887
hsi,not HSI,186,0.96181141363981107243
hsi,HSI,187,0.038185481827223289854
hsi,not HSI,187,0.96181451817277667006
hsi,HSI,188,0.03819883691514091211
hsi,not HSI,188,0.9618011630848590476
hsi,HSI,189,0.038187809560211902182
hsi,not HSI,189,0.96181219043978811463
hsi,HSI,190,0.03818925580982310033
hsi,not HSI,190,0.9618107441901769345
hsi,HSI,191,0.038211622716508461733
hsi,not HSI,191,0.9617883772834915691
hsi,HSI,192,0.03820410915940926025
hsi,not HSI,192,0.96179589084059071314
hsi,HSI,193,0.0381873859137412359
hsi,not HSI,193,0.96181261408625883533
hsi,HSI,194,0.038198958187402709975
hsi,not HSI,194,0.96180104181259730705
hsi,HSI,195,0.03819912529497310897
hsi,not HSI,195,0.96180087470502693134
hsi,HSI,196,0.038182337342627312584
hsi,not HSI,196,0.96181766265737259644
hsi,HSI,197,0.038201649247273319345
hsi,not HSI,197,0.9617983507527266489
hsi,HSI,198,0.038139430964965353923
hsi,not HSI,198,0.9618605690350345792
hsi,HSI,199,0.038204341441546806014
hsi,not HSI,199,0.9617956585584532354
hsi,HSI,200,0.038196321399909444614
hsi,not HSI,200,0.961803678600090648
msi,MSI,1,0.04389177814101548249
msi,not MSI,1,0.95610822185898454385
msi,MSI,2,0.043906285027194731565
msi,not MSI,2,0.9560937149728051537
msi,MSI,3,0.04388414933857390838
msi,not MSI,3,0.95611585066142608174
msi,MSI,4,0.0439025640867028156
msi,not MSI,4,0.95609743591329713117
msi,MSI,5,0.04390732301941307296
msi,not MSI,5,0.9560926769805869676
msi,MSI,6,0.04388665464073703279
msi,not MSI,6,0.9561133453592629244
msi,MSI,7,0.043879296731048255585
msi,not MSI,7,0.95612070326895170775
msi,MSI,8,0.04393025923105615775
msi,not MSI,8,0.956069740768943872
msi,MSI,9,0.043956511097043912014
msi,not MSI,9,0.9560434889029561464
msi,MSI,10,0.043877538862819984348
msi,not MSI,10,0.95612246113718007013
msi,MSI,11,0.043892797700100207226
msi,not MSI,11,0.956107202299899777
msi,MSI,12,0.043886873038933057937
msi,not MSI,12,0.95611312696106695027
msi,MSI,13,0.04391515205238741389
msi,not MSI,13,0.9560848479476125672
msi,MSI,14,0.04391654031033408438
msi,not MSI,14,0.9560834596896658929
msi,MSI,15,0.043899519212001815868
msi,not MSI,15,0.9561004807879981685
msi,MSI,16,0.043903831027099350966
msi,not MSI,16,0.95609616897290068937
msi,MSI,17,0.04391099179718730283
msi,not MSI,17,0.95608900820281263194
msi,MSI,18,0.043892110814429588144
msi,not MSI,18,0.9561078891855703853
msi,MSI,19,0.043908872649481742424
msi,not MSI,19,0.95609112735051830453
msi,MSI,20,0.043889028960221185466
msi,not MSI,20,0.95611097103977879476
msi,MSI,21,0.04390823099668699913
msi,not MSI,21,0.95609176900331298114
msi,MSI,22,0.043921512097970442156
msi,not MSI,22,0.95607848790202959704
msi,MSI,23,0.043910512974075043698
msi,not MSI,23,0.95608948702592491133
msi,MSI,24,0.043877435746442843704
msi,not MSI,24,0.95612256425355708693
msi,MSI,25,0.04386566332828919748
msi,not MSI,25,0.9561343366717107871
msi,MSI,26,0.04388911447134738241
msi,not MSI,26,0.95611088552865259465
msi,MSI,27,0.043880832339599939444
msi,not MSI,27,0.9561191676604000153
msi,MSI,28,0.043890827688382589996
msi,not MSI,28,0.9561091723116174156
msi,MSI,29,0.04390300522423690433
msi,not MSI,29,0.95609699477576303047
msi,MSI,30,0.04386958286351546208
msi,not MSI,30,0.9561304171364846185
msi,MSI,31,0.043903003090463778922
msi,not MSI,31,0.9560969969095362277
msi,MSI,32,0.04386499156777121445
msi,not MSI,32,0.9561350084322288339
msi,MSI,33,0.04386887725083424417
msi,not MSI,33,0.95613112274916581376
msi,MSI,34,0.04390500760060605458
msi,not MSI,34,0.95609499239939396475
msi,MSI,35,0.04389456873151333666
msi,not MSI,35,0.95610543126848677304
msi,MSI,36,0.043881647409329803706
msi,not MSI,36,0.9561183525906703488
msi,MSI,37,0.0438930192487095233
msi,not MSI,37,0.956106980751290479
msi,MSI,38,0.04387843293580745431
msi,not MSI,38,0.9561215670641926009
msi,MSI,39,0.043879204357302748435
msi,not MSI,39,0.95612079564269724676
msi,MSI,40,0.043886661696390718245
msi,not MSI,40,0.95611333830360935364
msi,MSI,41,0.043911156094991214563
msi,not MSI,41,0.95608884390500873486
msi,MSI,42,0.043909235580279516392
msi,not MSI,42,0.9560907644197204083
msi,MSI,43,0.043868261525481340462
msi,not MSI,43,0.95613173847451875026
msi,MSI,44,0.04390201303340327371
msi,not MSI,44,0.9560979869665966968
msi,MSI,45,0.04389262587630568454
msi,not MSI,45,0.9561073741236943652
msi,MSI,46,0.043886653040392442473
msi,not MSI,46,0.9561133469596074598
msi,MSI,47,0.043919511665323617834
msi,not MSI,47,0.9560804883346763084
msi,MSI,48,0.043892864926449423412
msi,not MSI,48,0.9561071350735506072
msi,MSI,49,0.04389140306150957586
msi,not MSI,49,0.95610859693849034043
msi,MSI,50,0.043901522767295536607
msi,not MSI,50,0.95609847723270449264
msi,MSI,51,0.043893611330809957593
msi,not MSI,51,0.9561063886691900683
msi,MSI,52,0.04391156043712850295
msi,not MSI,52,0.9560884395628713745
msi,MSI,53,0.043887280009737086466
msi,not MSI,53,0.9561127199902628289
msi,MSI,54,0.04389778412336611341
msi,not MSI,54,0.9561022158766339328
msi,MSI,55,0.043873251383900637847
msi,not MSI,55,0.9561267486160992671
msi,MSI,56,0.043887043528163388775
msi,not MSI,56,0.95611295647183661557
msi,MSI,57,0.043871364519828911387
msi,not MSI,57,0.9561286354801711268
msi,MSI,58,0.043897210887055773485
msi,not MSI,58,0.95610278911294429693
msi,MSI,59,0.043909271243130240773
msi,not MSI,59,0.95609072875686967603
msi,MSI,60,0.04388731638706450893
msi,not MSI,60,0.95611268361293551363
msi,MSI,61,0.043894795681127652274
msi,not MSI,61,0.9561052043188724013
msi,MSI,62,0.04386328996006974493
msi,not MSI,62,0.9561367100399303023
msi,MSI,63,0.04386805650653653748
msi,not MSI,63,0.95613194349346341275
msi,MSI,64,0.043870036409194265474
msi,not MSI,64,0.9561299635908057654
msi,MSI,65,0.043904239401409925347
msi,not MSI,65,0.9560957605985900001
msi,MSI,66,0.04387120696018727738
msi,not MSI,66,0.9561287930398126312
msi,MSI,67,0.0438803378962742661
msi,not MSI,67,0.95611966210372556756
msi,MSI,68,0.043905373276916697696
msi,not MSI,68,0.9560946267230834395
msi,MSI,69,0.0439412619681506375
msi,not MSI,69,0.9560587380318494182
msi,MSI,70,0.043897402426285239785
msi,not MSI,70,0.9561025975737147107
msi,MSI,71,0.043924349100496351912
msi,not MSI,71,0.95607565089950361024
msi,MSI,72,0.04387183730770675775
msi,not MSI,72,0.9561281626922932262
msi,MSI,73,0.043901508234147507674
msi,not MSI,73,0.9560984917658525807
msi,MSI,74,0.043932829935848687593
msi,not MSI,74,0.9560671700641513526
msi,MSI,75,0.043882192302844976835
msi,not MSI,75,0.9561178076971548602
msi,MSI,76,0.043874595666638102503
msi,not MSI,76,0.9561254043333618645
msi,MSI,77,0.043895212125349944767
msi,not MSI,77,0.9561047878746501045
msi,MSI,78,0.043923333043791482083
msi,not MSI,78,0.9560766669562084716
msi,MSI,79,0.043892646558488461873
msi,not MSI,79,0.95610735344151158785
msi,MSI,80,0.04388653625221146892
msi,not MSI,80,0.9561134637477885898
msi,MSI,81,0.04394951794577982584
msi,not MSI,81,0.95605048205422012646
msi,MSI,82,0.043863880002819054418
msi,not MSI,82,0.95613611999718096327
msi,MSI,83,0.043903012785154919268
msi,not MSI,83,0.9560969872148450417
msi,MSI,84,0.043905700056430128842
msi,not MSI,84,0.95609429994356981994
msi,MSI,85,0.043863067532200569573
msi,not MSI,85,0.9561369324677994252
msi,MSI,86,0.04388968735127604427
msi,not MSI,86,0.95611031264872390554
msi,MSI,87,0.04389092067355128126
msi,not MSI,87,0.95610907932644879014
msi,MSI,88,0.04388439841013013662
msi,not MSI,88,0.95611560158986973944
msi,MSI,89,0.04390428943791079599
msi,not MSI,89,0.9560957105620891125
msi,MSI,90,0.04389369079556750916
msi,not MSI,90,0.956106309204432486
msi,MSI,91,0.04387056001453936526
msi,not MSI,91,0.95612943998546060594
msi,MSI,92,0.04387449070818662697
msi,not MSI,92,0.9561255092918132356
msi,MSI,93,0.043872673635551092462
msi,not MSI,93,0.9561273263644489513
msi,MSI,94,0.043902582771451917575
msi,not MSI,94,0.95609741722854812453
msi,MSI,95,0.04388105650733669361
msi,not MSI,95,0.9561189434926632205
msi,MSI,96,0.043910996973438983176
msi,not MSI,96,0.9560890030265609755
msi,MSI,97,0.04390215173018823726
msi,not MSI,97,0.9560978482698117281
msi,MSI,98,0.043893212663746791013
msi,not MSI,98,0.95610678733625319576
msi,MSI,99,0.043869763803613795677
msi,not MSI,99,0.95613023619638625854
msi,MSI,100,0.04392501438621522987
msi,not MSI,100,0.9560749856137846744
msi,MSI,101,0.043906083600087595896
msi,not MSI,101,0.9560939163999124134
msi,MSI,102,0.04391087102490327798
msi,not MSI,102,0.95608912897509667865
msi,MSI,103,0.043879387495176713963
msi,not MSI,103,0.9561206125048233017
msi,MSI,104,0.043880751222517599312
msi,not MSI,104,0.956119248777482398
msi,MSI,105,0.043895118502522605232
msi,not MSI,105,0.9561048814974773483
msi,MSI,106,0.043840567760840272
msi,not MSI,106,0.95615943223915966846
msi,MSI,107,0.043869971148552047636
msi,not MSI,107,0.95613002885144804177
msi,MSI,108,0.043880958370176474205
msi,not MSI,108,0.95611904162982346044
msi,MSI,109,0.043915293118571882165
msi,not MSI,109,0.95608470688142824424
msi,MSI,110,0.04389409400685721619
msi,not MSI,110,0.9561059059931427757
msi,MSI,111,0.04387925948456550982
msi,not MSI,111,0.9561207405154344814
msi,MSI,112,0.04394057389982475298
msi,not MSI,112,0.9560594261001752096
msi,MSI,113,0.043935360440947802702
msi,not MSI,113,0.9560646395590522768
msi,MSI,114,0.043895822522151641582
msi,not MSI,114,0.956104177477848441
msi,MSI,115,0.043902070543985843745
msi,not MSI,115,0.95609792945601420656
msi,MSI,116,0.043903527673830955628
msi,not MSI,116,0.9560964723261690769
msi,MSI,117,0.04391607428632119889
msi,not MSI,117,0.95608392571367884383
msi,MSI,118,0.0439094247303133367
msi,not MSI,118,0.95609057526968661107
msi,MSI,119,0.043874031048949898407
msi,not MSI,119,0.95612596895105014886
msi,MSI,120,0.04387914093438898126
msi,not MSI,120,0.956120859065610975
msi,MSI,121,0.043900115657770887333
msi,not MSI,121,0.9560998843422290841
msi,MSI,122,0.043881982099480543924
msi,not MSI,122,0.956118017900519537
msi,MSI,123,0.043921680578005678858
msi,not MSI,123,0.9560783194219943357
msi,MSI,124,0.043905120497368214185
msi,not MSI,124,0.95609487950263181803
msi,MSI,125,0.043895030375520622666
msi,not MSI,125,0.9561049696244792862
msi,MSI,126,0.043879984619200841422
msi,not MSI,126,0.95612001538079917503
msi,MSI,127,0.043869917155457361058
msi,not MSI,127,0.9561300828445425785
msi,MSI,128,0.043889294876871207793
msi,not MSI,128,0.9561107051231289389
msi,MSI,129,0.043878405239106625335
msi,not MSI,129,0.95612159476089334176
msi,MSI,130,0.043869043719402093155
msi,not MSI,130,0.95613095628059784065
msi,MSI,131,0.04388418694032659448
msi,not MSI,131,0.9561158130596734013
msi,MSI,132,0.04390274652089020904
msi,not MSI,132,0.9560972534791098094
msi,MSI,133,0.0439065919279740028
msi,not MSI,133,0.9560934080720259576
msi,MSI,134,0.043878035076804591078
msi,not MSI,134,0.9561219649231953484
msi,MSI,135,0.043895842405451953756
msi,not MSI,135,0.9561041575945481087
msi,MSI,136,0.043919320882126647794
msi,not MSI,136,0.95608067911787336364
msi,MSI,137,0.043891759376559534048
msi,not MSI,137,0.9561082406234404076
msi,MSI,138,0.043843493030649849473
msi,not MSI,138,0.95615650696935014345
msi,MSI,139,0.043876533567617593565
msi,not MSI,139,0.95612346643238240915
msi,MSI,140,0.043884279651921905344
msi,not MSI,140,0.9561157203480782316
msi,MSI,141,0.0438890712290879219
msi,not MSI,141,0.9561109287709121389
msi,MSI,142,0.04391247836271811944
msi,not MSI,142,0.9560875216372819565
msi,MSI,143,0.04389779915605094578
msi,not MSI,143,0.95610220084394904346
msi,MSI,144,0.043887140473818387904
msi,not MSI,144,0.95611285952618159666
msi,MSI,145,0.043875113903978668253
msi,not MSI,145,0.9561248860960212944
msi,MSI,146,0.043884085256207353395
msi,not MSI,146,0.9561159147437926411
msi,MSI,147,0.043872895382302207887
msi,not MSI,147,0.9561271046176977574
msi,MSI,148,0.043866548917545666486
msi,not MSI,148,0.9561334510824543316
msi,MSI,149,0.043860953655466069526
msi,not MSI,149,0.9561390463445338877
msi,MSI,150,0.04389001737935844413
msi,not MSI,150,0.9561099826206415883
msi,MSI,151,0.043858894845410607643
msi,not MSI,151,0.95614110515458942665
msi,MSI,152,0.043899725975928005364
msi,not MSI,152,0.9561002740240720463
msi,MSI,153,0.04384096334710999804
msi,not MSI,153,0.95615903665289000545
msi,MSI,154,0.04389423275334798908
msi,not MSI,154,0.95610576724665196415
msi,MSI,155,0.043915658780445552806
msi,not MSI,155,0.95608434121955436757
msi,MSI,156,0.043905779326627575125
msi,not MSI,156,0.9560942206733724033
msi,MSI,157,0.04389806227125586939
msi,not MSI,157,0.95610193772874414665
msi,MSI,158,0.04390638127619535291
msi,not MSI,158,0.9560936187238046194
msi,MSI,159,0.043869849377162336532
msi,not MSI,159,0.95613015062283755865
msi,MSI,160,0.043914055460371575985
msi,not MSI,160,0.95608594453962840654
msi,MSI,161,0.043902066514636996524
msi,not MSI,161,0.95609793348536298367
msi,MSI,162,0.043869445096542890258
msi,not MSI,162,0.95613055490345706937
msi,MSI,163,0.043892574851996084167
msi,not MSI,163,0.9561074251480038801
msi,MSI,164,0.04390504554854428068
msi,not MSI,164,0.9560949544514556973
msi,MSI,165,0.043919206188211911116
msi,not MSI,165,0.9560807938117879982
msi,MSI,166,0.04388559688748250013
msi,not MSI,166,0.9561144031125175637
msi,MSI,167,0.043877360284554675812
msi,not MSI,167,0.95612263971544540086
msi,MSI,168,0.0439213202312315185
msi,not MSI,168,0.9560786797687684224
msi,MSI,169,0.043886682583159344872
msi,not MSI,169,0.95611331741684064576
msi,MSI,170,0.043921003403333926975
msi,not MSI,170,0.95607899659666602005
msi,MSI,171,0.04393057438325617666
msi,not MSI,171,0.9560694256167439161
msi,MSI,172,0.04390268319494417876
msi,not MSI,172,0.9560973168050558718
msi,MSI,173,0.043881878130159790748
msi,not MSI,173,0.95611812186984024536
msi,MSI,174,0.043934869874885275243
msi,not MSI,174,0.9560651301251146331
msi,MSI,175,0.043869250730036093884
msi,not MSI,175,0.95613074926996395044
msi,MSI,176,0.0439002733563788773
msi,not MSI,176,0.9560997266436210502
msi,MSI,177,0.043919132251988235974
msi,not MSI,177,0.95608086774801174753
msi,MSI,178,0.043911491727066914523
msi,not MSI,178,0.9560885082729331409
msi,MSI,179,0.0438874909014363057
msi,not MSI,179,0.95611250909856381624
msi,MSI,180,0.04388290511193000398
msi,not MSI,180,0.9561170948880699238
msi,MSI,181,0.0438683327429957786
msi,not MSI,181,0.95613166725700431456
msi,MSI,182,0.043908005310125184442
msi,not MSI,182,0.9560919946898747579
msi,MSI,183,0.043892106656871614746
msi,not MSI,183,0.95610789334312842246
msi,MSI,184,0.04389541340123132143
msi,not MSI,184,0.9561045865987686998
msi,MSI,185,0.043882640487059899194
msi,not MSI,185,0.9561173595129401508
msi,MSI,186,0.04389608526428827882
msi,not MSI,186,0.9561039147357116513
msi,MSI,187,0.043895467014704881235
msi,not MSI,187,0.95610453298529510675
msi,MSI,188,0.043909204443149333515
msi,not MSI,188,0.9560907955568506544
msi,MSI,189,0.04389677362538422411
msi,not MSI,189,0.95610322637461564005
msi,MSI,190,0.043899156285808308727
msi,not MSI,190,0.9561008437141917545
msi,MSI,191,0.043928445305133597154
msi,not MSI,191,0.9560715546948662751
msi,MSI,192,0.04391585093198491574
msi,not MSI,192,0.956084149068015086
msi,MSI,193,0.043895572234044355057
msi,not MSI,193,0.9561044277659557443
msi,MSI,194,0.043912720372033559948
msi,not MSI,194,0.95608727962796631584
msi,MSI,195,0.043912599741646062857
msi,not MSI,195,0.95608740025835400574
msi,MSI,196,0.043894898098247514315
msi,not MSI,196,0.95610510190175242314
msi,MSI,197,0.043915237650788672477
msi,not MSI,197,0.9560847623492113238
msi,MSI,198,0.04383919262131118761
msi,not MSI,198,0.95616080737868877463
msi,MSI,199,0.043912754157846629583
msi,not MSI,199,0.9560872458421532997
msi,MSI,200,0.043901965505132263145
msi,not MSI,200,0.956098034494867691
womens,2,1,0.00037596248384430049835
womens,Womens,1,0.0018172680383679944063
womens,not womens,1,0.9978067694777877767
womens,2,2,0.00037773979692292766642
womens,Womens,2,0.0018136902177624399141
womens,not womens,2,0.99780856998531456314
womens,2,3,0.00037492255011159361854
womens,Womens,3,0.0018192909717966651897
womens,not womens,3,0.99780578647809177624
womens,2,4,0.00037752821441153914035
womens,Womens,4,0.0018144487423896538462
womens,not womens,4,0.99780802304319879935
womens,2,5,0.00037779916399932843928
womens,Womens,5,0.0018135484160444950882
womens,not womens,5,0.9978086524199562627
womens,2,6,0.0003759986816626032456
womens,Womens,6,0.0018168735692812712815
womens,not womens,6,0.99780712774905612776
womens,2,7,0.00037683227841591149227
womens,Womens,7,0.0018146570542644784136
womens,not womens,7,0.9978085106673196188
womens,2,8,0.00037756295919047380113
womens,Womens,8,0.0018130916901140381144
womens,not womens,8,0.99780934535069542863
womens,2,9,0.0003790858493059655077
womens,Womens,9,0.0018098565076069567811
womens,not womens,9,0.9978110576430870045
womens,2,10,0.0003760796497826541679
womens,Womens,10,0.0018181170312756290182
womens,not womens,10,0.9978058033189418163
womens,2,11,0.00037814693462164088165
womens,Womens,11,0.0018132270964242480275
womens,not womens,11,0.9978086259689541408
womens,2,12,0.0003751177986378717727
womens,Womens,12,0.0018186110674627892815
womens,not womens,12,0.99780627113389939217
womens,2,13,0.00037982025701068572624
womens,Womens,13,0.0018100160090732814213
womens,not womens,13,0.99781016373391606016
womens,2,14,0.000378667024912634743
womens,Womens,14,0.0018102913222954098705
womens,not womens,14,0.9978110416527919787
womens,2,15,0.00037763768778228509017
womens,Womens,15,0.001813838361778777535
womens,not womens,15,0.9978085239504389672
womens,2,16,0.00037735338407732481555
womens,Womens,16,0.0018151030560307599595
womens,not womens,16,0.99780754355989200106
womens,2,17,0.00037820970559805663334
womens,Womens,17,0.0018134724385997536285
womens,not womens,17,0.9978083178558021701
womens,2,18,0.00037552400721975631192
womens,Womens,18,0.0018184786430960474791
womens,not womens,18,0.99780599734968421466
womens,2,19,0.00037722593840998072562
womens,Womens,19,0.0018139201514881369859
womens,not womens,19,0.9978088539101019746
womens,2,20,0.0003760555104547813521
womens,Womens,20,0.0018174553198717832885
womens,not womens,20,0.9978064891696734607
womens,2,21,0.00037801178571476588157
womens,Womens,21,0.0018132648071182485009
womens,not womens,21,0.99780872340716701143
womens,2,22,0.00037799914093133177506
womens,Womens,22,0.0018129240719457285926
womens,not womens,22,0.9978090767871229052
womens,2,23,0.00037786772888037699743
womens,Womens,23,0.0018134717044099514854
womens,not womens,23,0.9978086605667096721
womens,2,24,0.00037530783016310681157
womens,Womens,24,0.0018186566660925423675
womens,not womens,24,0.99780603550374432666
womens,2,25,0.0003752371338484308366
womens,Womens,25,0.0018201699034592465389
womens,not womens,25,0.9978045929626923522
womens,2,26,0.00037594015487689399416
womens,Womens,26,0.0018176944337111232442
womens,not womens,26,0.99780636541141200474
womens,2,27,0.0003773301907388346542
womens,Womens,27,0.0018138590725772794476
womens,not womens,27,0.99780881073668388617
womens,2,28,0.0003767062389272558341
womens,Womens,28,0.0018161031159676869966
womens,not womens,28,0.9978071906451051082
womens,2,29,0.00037522244511102360737
womens,Womens,29,0.0018179215627971752778
womens,not womens,29,0.9978068559920917808
womens,2,30,0.00037521248783866078036
womens,Womens,30,0.0018191879296485626896
womens,not womens,30,0.9978055995825127063
womens,2,31,0.00037702098091475458395
womens,Womens,31,0.0018157688343992826165
womens,not womens,31,0.99780721018468585557
womens,2,32,0.00037300319653102033562
womens,Womens,32,0.0018225957254747356963
womens,not womens,32,0.9978044010779941902
womens,2,33,0.00037503005183946964227
womens,Womens,33,0.0018182879568268273751
womens,not womens,33,0.9978066819913338061
womens,2,34,0.00037760534117489459719
womens,Womens,34,0.001814227715530679694
womens,not womens,34,0.9978081669432944906
womens,2,35,0.0003759491048213462492
womens,Womens,35,0.0018173153763108478846
womens,not womens,35,0.99780673551886796084
womens,2,36,0.00037595344944642581728
womens,Womens,36,0.0018179114371470360312
womens,not womens,36,0.99780613511340655555
womens,2,37,0.0003766866512358233403
womens,Womens,37,0.0018156898265731031378
womens,not womens,37,0.99780762352219112127
womens,2,38,0.00037548169731411600302
womens,Womens,38,0.0018177563036610801122
womens,not womens,38,0.99780676199902490416
womens,2,39,0.00037450002092636393082
womens,Womens,39,0.0018191657773126394307
womens,not womens,39,0.997806334201761037
womens,2,40,0.00037673822639098660182
womens,Womens,40,0.001816206720998839967
womens,not womens,40,0.9978070550526101155
womens,2,41,0.0003789716261684197798
womens,Womens,41,0.0018116608937815977366
womens,not womens,41,0.99780936748004997775
womens,2,42,0.00037584228180705310847
womens,Womens,42,0.0018161977385979142636
womens,not womens,42,0.99780795997959500257
womens,2,43,0.00037636716723413242844
womens,Womens,43,0.0018152747541212961501
womens,not womens,43,0.99780835807864456
womens,2,44,0.0003760528599773306291
womens,Womens,44,0.0018171233921760980809
womens,not womens,44,0.9978068237478464096
womens,2,45,0.00037654367627815534
womens,Womens,45,0.0018154510819664641663
womens,not womens,45,0.9978080052417553443
womens,2,46,0.00037822274959190654212
womens,Womens,46,0.0018131922198235943535
womens,not womens,46,0.99780858503058444714
womens,2,47,0.00037864548486412156584
womens,Womens,47,0.0018111185332321234322
womens,not womens,47,0.99781023598190372696
womens,2,48,0.00037572630622150808064
womens,Womens,48,0.0018178732395531126432
womens,not womens,48,0.99780640045422534275
womens,2,49,0.00037757830138134899166
womens,Womens,49,0.0018138686292478181642
womens,not womens,49,0.9978085530693707949
womens,2,50,0.00037610687280344183577
womens,Womens,50,0.0018153644757036615336
womens,not womens,50,0.99780852865149297114
womens,2,51,0.00037841253799026238026
womens,Womens,51,0.0018130659304093024021
womens,not womens,51,0.99780852153160050675
womens,2,52,0.0003791010870231451279
womens,Womens,52,0.0018116208115655135815
womens,not womens,52,0.99780927810141126455
womens,2,53,0.0003766506949901278365
womens,Womens,53,0.001816154176064183582
womens,not womens,53,0.99780719512894578517
womens,2,54,0.00037701835297292335265
womens,Womens,54,0.0018155116131214531932
womens,not womens,54,0.9978074700339055976
womens,2,55,0.00037710703435819905146
womens,Womens,55,0.0018162015883220958061
womens,not womens,55,0.99780669137731965555
womens,2,56,0.00037669549946533709981
womens,Womens,56,0.0018160394413223292513
womens,not womens,56,0.99780726505921218586
womens,2,57,0.00037491644215708819257
womens,Womens,57,0.0018200278692114523288
womens,not womens,57,0.9978050556886314189
womens,2,58,0.0003767175028422353813
womens,Womens,58,0.0018155952039054011199
womens,not womens,58,0.99780768729325234207
womens,2,59,0.00037779951965907869664
womens,Womens,59,0.0018130008353789123223
womens,not womens,59,0.9978091996449620968
womens,2,60,0.00037671675532400184016
womens,Womens,60,0.0018169119311896014101
womens,not womens,60,0.99780637131348646427
womens,2,61,0.0003775803114990351045
womens,Womens,61,0.001814406355717769878
womens,not womens,61,0.99780801333278318046
womens,2,62,0.00037453453638884329773
womens,Womens,62,0.0018200765419289192044
womens,not womens,62,0.9978053889216822101
womens,2,63,0.0003749718500258666277
womens,Womens,63,0.0018193609115330620423
womens,not womens,63,0.9978056672384410665
womens,2,64,0.00037428992633910598304
womens,Womens,64,0.0018199063230012840098
womens,not womens,64,0.99780580375065968567
womens,2,65,0.00037684618003407730345
womens,Womens,65,0.0018149074682988230462
womens,not womens,65,0.99780824635166707055
womens,2,66,0.00037614364425341447668
womens,Womens,66,0.0018178150976193345113
womens,not womens,66,0.99780604125812720473
womens,2,67,0.00037721700752564307807
womens,Womens,67,0.0018150411558190999473
womens,not womens,67,0.99780774183665513617
womens,2,68,0.00037509344316157573798
womens,Womens,68,0.0018177653829005923206
womens,not womens,68,0.99780714117393784837
womens,2,69,0.00038073921089589545085
womens,Womens,69,0.0018062966358333070436
womens,not womens,69,0.9978129641532708993
womens,2,70,0.00037555945462100731741
womens,Womens,70,0.0018171033707574915498
womens,not womens,70,0.9978073371746214966
womens,2,71,0.0003794417470632961886
womens,Womens,71,0.0018095023774930186235
womens,not womens,71,0.9978110558754436933
womens,2,72,0.00037437246494153418128
womens,Womens,72,0.0018199172368507466909
womens,not womens,72,0.99780571029820774816
womens,2,73,0.00037836850869430317517
womens,Womens,73,0.0018132956566048486659
womens,not womens,73,0.99780833583470081614
womens,2,74,0.0003807444484035660973
womens,Womens,74,0.0018092883564895540582
womens,not womens,74,0.997809967195106966
womens,2,75,0.00037608624550551909297
womens,Womens,75,0.0018175918672228989536
womens,not womens,75,0.9978063218872716668
womens,2,76,0.0003763214439944566935
womens,Womens,76,0.0018181080808680915669
womens,not womens,76,0.99780557047513746384
womens,2,77,0.00037728026740815684365
womens,Womens,77,0.0018143732760768407414
womens,not womens,77,0.99780834645651509735
womens,2,78,0.0003785607478352020917
womens,Womens,78,0.0018114175115910210131
womens,not womens,78,0.9978100217405737765
womens,2,79,0.00037834328489273273654
womens,Womens,79,0.0018133074877485959279
womens,not womens,79,0.99780834922735859574
womens,2,80,0.00037677550909555009882
womens,Womens,80,0.0018164981035473646653
womens,not womens,80,0.9978067263873569858
womens,2,81,0.00037991845335952548556
womens,Womens,81,0.0018083328462164808545
womens,not womens,81,0.99781174870042399185
womens,2,82,0.00037432349401584681398
womens,Womens,82,0.001821088196315610261
womens,not womens,82,0.99780458830966860533
womens,2,83,0.00037734778578027391687
womens,Womens,83,0.0018139977382432505064
womens,not womens,83,0.9978086544759764823
womens,2,84,0.00037809231019826272686
womens,Womens,84,0.0018135339149288496321
womens,not womens,84,0.99780837377487288214
womens,2,85,0.00037361003204965169656
womens,Womens,85,0.0018218651850859242295
womens,not womens,85,0.99780452478286446344
womens,2,86,0.00037660516308073053162
womens,Womens,86,0.0018178994111340064065
womens,not womens,86,0.99780549542578525794
womens,2,87,0.00037610946564023223595
womens,Womens,87,0.0018161326603316201828
womens,not womens,87,0.9978077578740282644
womens,2,88,0.00037607343481782850587
womens,Womens,88,0.001816632626975153494
womens,not womens,88,0.9978072939382070962
womens,2,89,0.0003781202406490674186
womens,Womens,89,0.0018131979283666551506
womens,not womens,89,0.9978086818309842316
womens,2,90,0.00037541987721065354356
womens,Womens,90,0.0018177739453479163719
womens,not womens,90,0.9978068061774413549
womens,2,91,0.00037461013471443060218
womens,Womens,91,0.0018201256255965243517
womens,not womens,91,0.9978052642396890611
womens,2,92,0.00037479397194559658112
womens,Womens,92,0.0018194324693829241982
womens,not womens,92,0.9978057735586715643
womens,2,93,0.00037493304901555291714
womens,Womens,93,0.0018189713228419423128
womens,not womens,93,0.99780609562814240787
womens,2,94,0.0003779355227350515805
womens,Womens,94,0.001813570914985209671
womens,not womens,94,0.99780849356227982667
womens,2,95,0.00037632797006762668413
womens,Womens,95,0.0018160863644113754895
womens,not womens,95,0.99780758566552095744
womens,2,96,0.0003776165281471774005
womens,Womens,96,0.0018147641819632939651
womens,not womens,96,0.9978076192898895327
womens,2,97,0.00037615549344739041928
