carnegie_group,carnegie_tag,topic,expected_dist
r1,R1,196,0.77803633384919537974
r1,not R1,196,0.22196366615080455796
r1,R1,197,0.7780970528349182398
r1,not R1,197,0.22190294716508175686
r1,R1,198,0.77783360477862063223
r1,not R1,198,0.22216639522137946478
r1,R1,199,0.7781160450858642569
r1,not R1,199,0.2218839549141356727
r1,R1,200,0.7779758813706161298
r1,not R1,200,0.22202411862938382461
control,private_fp,1,9.809384236160701968e-05
control,private_nfp,1,0.35945681705509210197
control,public,1,0.64044508910254629796
control,private_fp,2,9.880651436413020556e-05
control,private_nfp,2,0.35958930581751458316
control,public,2,0.6403118876681213181
control,private_fp,3,9.779127919222876025e-05
control,private_nfp,3,0.35938014852525505824
control,public,3,0.6405220601955526836
control,private_fp,4,9.867604249668609055e-05
control,private_nfp,4,0.35955573049506907605
control,public,4,0.6403455934624343704
control,private_fp,5,9.894063642369561594e-05
control,private_nfp,5,0.3595936671709481204
control,public,5,0.6403073921926282053
control,private_fp,6,9.806528371277805492e-05
control,private_nfp,6,0.35946015709195723212
control,public,6,0.64044177762433004877
control,private_fp,7,9.8861185349045703336e-05
control,private_nfp,7,0.35957786140797714163
control,public,7,0.64032327740667375663
control,private_fp,8,9.911054131871880747e-05
control,private_nfp,8,0.35962409862662648226
control,public,8,0.64027679083205480917
control,private_fp,9,9.966723570559286148e-05
control,private_nfp,9,0.35973564127393070197
control,public,9,0.6401646914903637442
control,private_fp,10,9.765854425655492142e-05
control,private_nfp,10,0.35939931565503869547
control,public,10,0.6405030258007047847
control,private_fp,11,9.8943841213802570055e-05
control,private_nfp,11,0.3596110610640779841
control,public,11,0.6402899950947083296
control,private_fp,12,9.782858634549679403e-05
control,private_nfp,12,0.35941024437302414613
control,public,12,0.64049192704063034567
control,private_fp,13,9.9708252326071150516e-05
control,private_nfp,13,0.35974023158799131483
control,public,13,0.64016006015968257597
control,private_fp,14,9.991353757065540227e-05
control,private_nfp,14,0.35976341855223302045
control,public,14,0.6401366679101962821
control,private_fp,15,9.8810107337052436905e-05
control,private_nfp,15,0.35958561604646781747
control,public,15,0.6403155738461950951
control,private_fp,16,9.845436089497157298e-05
control,private_nfp,16,0.35953080911908317203
control,public,16,0.64037073652002187736
control,private_fp,17,9.868385257657759558e-05
control,private_nfp,17,0.3595778529157905899
control,public,17,0.64032346323163274803
control,private_fp,18,9.770302119598717195e-05
control,private_nfp,18,0.35939241789928419823
control,public,18,0.6405098790795197686
control,private_fp,19,9.8804786682482310846e-05
control,private_nfp,19,0.35957253502134126335
control,public,19,0.6403286601919762819
control,private_fp,20,9.794105503270603278e-05
control,private_nfp,20,0.35943876706440759604
control,public,20,0.64046329188055965866
control,private_fp,21,9.886082062162732242e-05
control,private_nfp,21,0.3596004762976100823
control,public,21,0.64030066288176825127
control,private_fp,22,9.876158805193879408e-05
control,private_nfp,22,0.35959886030316742903
control,public,22,0.640302378108780652
control,private_fp,23,9.891976380393848101e-05
control,private_nfp,23,0.35959474266226070869
control,public,23,0.64030633757393544457
control,private_fp,24,9.7777187598587345735e-05
control,private_nfp,24,0.35940716645024869388
control,public,24,0.64049505636215277494
control,private_fp,25,9.7415681605267261113e-05
control,private_nfp,25,0.3593334786413231505
control,public,25,0.64056910567707154734
control,private_fp,26,9.770517604793046798e-05
control,private_nfp,26,0.3594094558387527928
control,public,26,0.64049283898519923425
control,private_fp,27,9.882452496995052941e-05
control,private_nfp,27,0.3595889365618453106
control,public,27,0.64031223891318467424
control,private_fp,28,9.8388918180788300734e-05
control,private_nfp,28,0.3595092784034023988
control,public,28,0.6403923326784167992
control,private_fp,29,9.7895687041095733066e-05
control,private_nfp,29,0.35942327211017562115
control,public,29,0.6404788322027833435
control,private_fp,30,9.766903387695699846e-05
control,private_nfp,30,0.35939110692339578662
control,public,30,0.6405112240427273177
control,private_fp,31,9.812341620907628361e-05
control,private_nfp,31,0.35948430850207053949
control,public,31,0.6404175680817205307
control,private_fp,32,9.674534440612743691e-05
control,private_nfp,32,0.35923834307587577236
control,public,32,0.64066491157971812887
control,private_fp,33,9.788779559823280539e-05
control,private_nfp,33,0.35943444619063359945
control,public,33,0.6404676660137682063
control,private_fp,34,9.873894951311155685e-05
control,private_nfp,34,0.3595683403197848021
control,public,34,0.640332920730701956
control,private_fp,35,9.807322792138864749e-05
control,private_nfp,35,0.35945553935489131677
control,public,35,0.6404463874171871822
control,private_fp,36,9.757119457773256499e-05
control,private_nfp,36,0.35939970431274115623
control,public,36,0.64050272449268106403
control,private_fp,37,9.846111443487414091e-05
control,private_nfp,37,0.3595163200150176756
control,public,37,0.6403852188705474333
control,private_fp,38,9.805387893247559207e-05
control,private_nfp,38,0.35944748958995456943
control,public,38,0.6404544565311129907
control,private_fp,39,9.788552596574975869e-05
control,private_nfp,39,0.3594074134357830157
control,public,39,0.6404947010382512102
control,private_fp,40,9.8393985084433019114e-05
control,private_nfp,40,0.35950010221508148396
control,public,40,0.64040150379983413564
control,private_fp,41,9.956476684604995352e-05
control,private_nfp,41,0.3596778502319092604
control,public,41,0.64022258500124475095
control,private_fp,42,9.82709802771685418e-05
control,private_nfp,42,0.35950103653504875766
control,public,42,0.64040069248467416485
control,private_fp,43,9.8780646796310311495e-05
control,private_nfp,43,0.35957207943683633063
control,public,43,0.6403291399163674305
control,private_fp,44,9.801049237917975814e-05
control,private_nfp,44,0.3594468200838827177
control,public,44,0.64045516942373805354
control,private_fp,45,9.858518924542674369e-05
control,private_nfp,45,0.35954243074959479603
control,public,45,0.6403589840611598074
control,private_fp,46,9.890465733729006227e-05
control,private_nfp,46,0.3596119477811097598
control,public,46,0.6402891475615528332
control,private_fp,47,9.9472321875073710226e-05
control,private_nfp,47,0.35969462411879080436
control,public,47,0.64020590355933402885
control,private_fp,48,9.801886255275858496e-05
control,private_nfp,48,0.3594372098632739114
control,public,48,0.6404647712741733412
control,private_fp,49,9.9096716047895147505e-05
control,private_nfp,49,0.35961844516297484096
control,public,49,0.64028245812097734756
control,private_fp,50,9.867324497702695355e-05
control,private_nfp,50,0.35954309552098765094
control,public,50,0.640358231234035332
control,private_fp,51,9.8899045968376672625e-05
control,private_nfp,51,0.35961022104715016352
control,public,51,0.6402908799068814665
control,private_fp,52,9.928317293981497659e-05
control,private_nfp,52,0.359673890011862923
control,public,52,0.64022682681519712015
control,private_fp,53,9.828460877270060885e-05
control,private_nfp,53,0.35949184093978688907
control,public,53,0.64040987445144030647
control,private_fp,54,9.83760818171773286e-05
control,private_nfp,54,0.35951702907338930408
control,public,54,0.6403845948447935454
control,private_fp,55,9.8432987463028924106e-05
control,private_nfp,55,0.35950143450541534472
control,public,55,0.64040013250712166196
control,private_fp,56,9.8393752274095101906e-05
control,private_nfp,56,0.35950454376650821807
control,public,56,0.6403970624812176718
control,private_fp,57,9.708003297196697177e-05
control,private_nfp,57,0.35931023952315951467
control,public,57,0.6405926804438685369
control,private_fp,58,9.823856758575358295e-05
control,private_nfp,58,0.3595085783911958586
control,public,58,0.64039318304121830173
control,private_fp,59,9.923047166516410241e-05
control,private_nfp,59,0.35963350900014828883
control,public,59,0.64026726052818656995
control,private_fp,60,9.7726026785137514236e-05
control,private_nfp,60,0.35941701838470830417
control,public,60,0.6404852555885065615
control,private_fp,61,9.835369357424930777e-05
control,private_nfp,61,0.35952847567203284138
control,public,61,0.64037317063439283017
control,private_fp,62,9.761858447543634533e-05
control,private_nfp,62,0.35936597300606845773
control,public,62,0.6405364084094561337
control,private_fp,63,9.758198478998643225e-05
control,private_nfp,63,0.35937174231263614848
control,public,63,0.64053067570257391227
control,private_fp,64,9.748366986056583122e-05
control,private_nfp,64,0.3593534843936901696
control,public,64,0.64054903193644912717
control,private_fp,65,9.863304711473215911e-05
control,private_nfp,65,0.35955155225134885027
control,public,65,0.64034981470153632364
control,private_fp,66,9.770541481036692585e-05
control,private_nfp,66,0.35941251923173562458
control,public,66,0.6404897753534540259
control,private_fp,67,9.871575285522589695e-05
control,private_nfp,67,0.35955465507745252058
control,public,67,0.64034662916969225995
control,private_fp,68,9.808873456719579101e-05
control,private_nfp,68,0.35945898393405997556
control,public,68,0.64044292733137278025
control,private_fp,69,0.000100322618753269840355
control,private_nfp,69,0.35985959300744011822
control,public,69,0.6400400843738066483
control,private_fp,70,9.808302516857537817e-05
control,private_nfp,70,0.35945270258117881563
control,public,70,0.64044921439365253994
control,private_fp,71,9.974671818273999874e-05
control,private_nfp,71,0.35974109106562106672
control,public,71,0.64015916221619613625
control,private_fp,72,9.784740989918031192e-05
control,private_nfp,72,0.35939570085209926806
control,public,72,0.640506451738001668
control,private_fp,73,9.868385976622323347e-05
control,private_nfp,73,0.35958775899990910095
control,public,73,0.640313557140324579
control,private_fp,74,9.9437076053502119175e-05
control,private_nfp,74,0.35972126778071566292
control,public,74,0.640179295143230856
control,private_fp,75,9.796879657686093167e-05
control,private_nfp,75,0.35943954358943422264
control,public,75,0.6404624876139889367
control,private_fp,76,9.7562751928477270465e-05
control,private_nfp,76,0.3593938107298856096
control,public,76,0.6405086265181860008
control,private_fp,77,9.908169482948813484e-05
control,private_nfp,77,0.3595974544297198382
control,public,77,0.64030346387545070347
control,private_fp,78,9.950478986568645582e-05
control,private_nfp,78,0.3596960189949054005
control,public,78,0.64020447621522898153
control,private_fp,79,9.867614153469356496e-05
control,private_nfp,79,0.35958225620129578102
control,public,79,0.64031906765716955593
control,private_fp,80,9.811887108981151505e-05
control,private_nfp,80,0.35947561696339053934
control,public,80,0.64042626416551968853
control,private_fp,81,9.992634179909737287e-05
control,private_nfp,81,0.35977987616271668006
control,public,81,0.6401201974954843096
control,private_fp,82,9.712560902347604314e-05
control,private_nfp,82,0.35930259018396502055
control,public,82,0.6406002842070115015
control,private_fp,83,9.900123845074984668e-05
control,private_nfp,83,0.3596013265007268228
control,public,83,0.64029967226082236913
control,private_fp,84,9.885278532859915996e-05
control,private_nfp,84,0.35959005723762764187
control,public,84,0.6403110899770436885
control,private_fp,85,9.695563571833226362e-05
control,private_nfp,85,0.35926276371549401278
control,public,85,0.6406402806487877968
control,private_fp,86,9.738595968831202029e-05
control,private_nfp,86,0.35938132470221442202
control,public,86,0.6405212893380971965
control,private_fp,87,9.859232785820206088e-05
control,private_nfp,87,0.35952552852634484383
control,public,87,0.6403758791457970061
control,private_fp,88,9.8403626695221868226e-05
control,private_nfp,88,0.35949668175656098796
control,public,88,0.6404049146167438037
control,private_fp,89,9.877733481792490434e-05
control,private_nfp,89,0.35959166779606720286
control,public,89,0.64030955486911476145
control,private_fp,90,9.8107594482442263593e-05
control,private_nfp,90,0.3594501701877768154
control,public,90,0.64045172221774083343
control,private_fp,91,9.7404194348746347745e-05
control,private_nfp,91,0.3593347982265683177
control,public,91,0.64056779757908305524
control,private_fp,92,9.7643134958425988254e-05
control,private_nfp,92,0.35937928865228675697
control,public,92,0.64052306821275483757
control,private_fp,93,9.762513715885912975e-05
control,private_nfp,93,0.3593837829446985215
control,public,93,0.64051859191814264366
control,private_fp,94,9.901946419418641192e-05
control,private_nfp,94,0.35961495016725885822
control,public,94,0.64028603036854697813
control,private_fp,95,9.864059555526336973e-05
control,private_nfp,95,0.35952857005959878834
control,public,95,0.640372789344845843
control,private_fp,96,9.8473703427823548194e-05
control,private_nfp,96,0.35952425592067804863
control,public,96,0.6403772703758942227
control,private_fp,97,9.81101931103086363e-05
control,private_nfp,97,0.35945686577254571404
control,public,97,0.64044502403434392323
control,private_fp,98,9.830316735487456861e-05
control,private_nfp,98,0.3594946286184282368
control,public,98,0.6404070682142168561
control,private_fp,99,9.7545730291031227324e-05
control,private_nfp,99,0.35937014828874541043
control,public,99,0.6405323059809634718
control,private_fp,100,9.928128565350013346e-05
control,private_nfp,100,0.35968901235744497836
control,public,100,0.64021170635690156263
control,private_fp,101,9.8919721354259312824e-05
control,private_nfp,101,0.35958051197751679965
control,public,101,0.64032056830112893094
control,private_fp,102,9.99812310493161455e-05
control,private_nfp,102,0.35974498096695652226
control,public,102,0.640155037801994099
control,private_fp,103,9.8419131954986954454e-05
control,private_nfp,103,0.3595159735207385437
control,public,103,0.64038560734730646563
control,private_fp,104,9.858444722293404553e-05
control,private_nfp,104,0.3595602885778693045
control,public,104,0.6403411269749077394
control,private_fp,105,9.799451855711051376e-05
control,private_nfp,105,0.3594421367302819953
control,public,105,0.6404598687511609778
control,private_fp,106,9.7951604429621315695e-05
control,private_nfp,106,0.3593956146217509714
control,public,106,0.6405064337738194474
control,private_fp,107,9.826074577320722329e-05
control,private_nfp,107,0.35949711250713340733
control,public,107,0.6404046267470934555
control,private_fp,108,9.825437247730905286e-05
control,private_nfp,108,0.3594886644655959102
control,public,108,0.640413081161926696
control,private_fp,109,9.890753365807765509e-05
control,private_nfp,109,0.35961524302445842428
control,public,109,0.64028584944188340417
control,private_fp,110,9.9042560677641579216e-05
control,private_nfp,110,0.35960837744799343838
control,public,110,0.6402925799913288925
control,private_fp,111,9.8590309626926624016e-05
control,private_nfp,111,0.3595297849793802191
control,public,111,0.6403716247109929513
control,private_fp,112,9.966270036535946219e-05
control,private_nfp,112,0.35970780046844893292
control,public,112,0.64019253683118565077
control,private_fp,113,9.959149017400219023e-05
control,private_nfp,113,0.35971652921508065354
control,public,113,0.64018387929474540447
control,private_fp,114,9.8399938890354005994e-05
control,private_nfp,114,0.35952479712562145645
control,public,114,0.6403768029354882527
