categories,white_M,hispanic_M,black_M,asian_M,white_F,hispanic_F,black_F,asian_F,inst_group,metric
not_top,0.8394237866982082,0.8236549094424157,0.826359599787281,0.8764643208556988,0.8233264246937715,0.8139009341344583,0.8077543803668643,0.8583147370075284,usnr_rank_cat,norm_FI_2
top_100,1.0123042546329533,1.000784958102309,1.003351500385133,1.0460069504632468,0.9799531201513467,0.9748553297221222,0.9673965640024256,1.016392876230852,usnr_rank_cat,norm_FI_2
top_10,1.2601916935385817,1.2702544866103294,1.2363572762394102,1.2968909473524253,1.1578116403838759,1.1493157647270482,1.1442793412883878,1.2493793207020933,usnr_rank_cat,norm_FI_2
negative_effect,-0.1728804679347451,-0.17713004865989324,-0.17699190059785197,-0.16954262960754796,-0.15662669545757524,-0.1609543955876639,-0.15964218363556126,-0.1580781392233237,usnr_rank_cat,norm_FI_2
positive_effect,0.24788743890562848,0.2694695285080204,0.23300577585427718,0.2508839968891785,0.17785852023252913,0.17446043500492603,0.17688277728596224,0.23298644447124128,usnr_rank_cat,norm_FI_2
inclusive,0.7705459984048303,0.7521018652420984,0.7592005959728514,0.8391596915239414,0.7634645516504994,0.7487544701802255,0.7440003663649797,0.810848207370279,selindex,norm_FI_2
selective,0.8795077956249912,0.871123299032649,0.8653314346842698,0.9063846393848207,0.855898512274314,0.8550473530094874,0.8400920765785661,0.8931975048888183,selindex,norm_FI_2
more_selective,1.0514376599858681,1.0373930896158159,1.033039292068912,1.086137239524654,1.0030261676634327,0.9921748252543117,0.9878214090651009,1.054836050187867,selindex,norm_FI_2
negative_effect,-0.10896179722016086,-0.11902143379055052,-0.10613083871141837,-0.06722494786087929,-0.09243396062381459,-0.10629288282926197,-0.09609171021358642,-0.08234929751853937,selindex,norm_FI_2
positive_effect,0.17192986436087698,0.16626979058316693,0.16770785738464222,0.1797526001398333,0.14712765538911865,0.13712747224482424,0.14772933248653475,0.16163854529904875,selindex,norm_FI_2
"(0.1, 1.47)",0.8299007667048423,0.8190468225487852,0.8219928350477657,0.877224432462845,0.8160327193359832,0.8138209216265545,0.8040700586969409,0.8594803483160375,avg_citations_Q,norm_FI_2
"(1.48, 1.74)",0.993873553976646,0.9710032532410237,0.9874555930180485,1.0150947547138938,0.9626166029434842,0.9538570530454994,0.9506874447088719,0.9971186911739998,avg_citations_Q,norm_FI_2
"(1.77, 4.07)",1.1919843529325456,1.1931824605120076,1.1740474954184972,1.2376208063996261,1.1126417141913132,1.099163247904363,1.0967105860361521,1.1796239486769116,avg_citations_Q,norm_FI_2
negative_effect,-0.16397278727180375,-0.1519564306922384,-0.16546275797028287,-0.13787032225104878,-0.14658388360750096,-0.1400361314189449,-0.14661738601193097,-0.13763834285796228,avg_citations_Q,norm_FI_2
positive_effect,0.19811079895589956,0.22217920727098395,0.18659190240044865,0.22252605168573236,0.15002511124782902,0.14530619485886354,0.14602314132728023,0.1825052575029118,avg_citations_Q,norm_FI_2
"(0.1, 1.24)",0.7561727624440033,0.7508221851601885,0.7516394317307686,0.8150443678599419,0.7445931108846915,0.7343075849263582,0.7345663317089745,0.7995827703549295,avg_citations_Q10,norm_FI_2
"(1.24, 1.34)",0.8486992903190393,0.8276513343276757,0.8449686650851521,0.8905117470841433,0.8409536821928171,0.8391538689756922,0.8353730493948378,0.8767231467286202,avg_citations_Q10,norm_FI_2
"(1.34, 1.43)",0.8803748050597439,0.8733198495019467,0.8689624051045856,0.9170884172878764,0.8596433215659585,0.8647165763091256,0.8437913491078085,0.8926017828185989,avg_citations_Q10,norm_FI_2
"(1.43, 1.54)",0.9441724196164089,0.9123353213986366,0.9296638870240439,0.9447551207908583,0.9180986896638433,0.9003521924029103,0.905861309587773,0.9388150904378266,avg_citations_Q10,norm_FI_2
"(1.54, 1.59)",0.9813723019558868,0.955427167492531,0.9819888253846137,0.9799248363575347,0.9505595250169316,0.9501647996819493,0.9370553599768486,0.977521160505462,avg_citations_Q10,norm_FI_2
"(1.59, 1.66)",1.0001795473395243,0.9765407012204261,0.984538482333524,1.0595083257803581,0.9719142258660007,0.9615384218694867,0.9573037435772398,1.020281567516808,avg_citations_Q10,norm_FI_2
"(1.66, 1.81)",1.0336943499139226,1.0335306848971588,1.0304419622917043,1.0572246916990724,0.9876920533246495,0.9845857023237925,0.9738898359112704,1.0234485161437823,avg_citations_Q10,norm_FI_2
"(1.82, 1.91)",1.1271706834458155,1.1212962474233445,1.105573582396062,1.151410660271658,1.0626430995779925,1.0638357858377532,1.0310735882984727,1.0921639978513196,avg_citations_Q10,norm_FI_2
"(1.91, 2.15)",1.1749778028302227,1.1843224418862703,1.1656532618709383,1.2214193174365915,1.0992191003762388,1.0909265848858245,1.0884936751404228,1.1767609178778373,avg_citations_Q10,norm_FI_2
"(2.17, 4.07)",1.2771714409629347,1.2713249409155831,1.2541974960822702,1.3376220279387594,1.2165261960716807,1.1681738941516384,1.2199805832192143,1.2907819213407326,avg_citations_Q10,norm_FI_2
negative_effect,-0.09252652787503601,-0.07682914916748718,-0.09332923335438348,-0.07546737922420133,-0.09636057130812559,-0.10484628404933405,-0.10080671768586336,-0.07714037637369064,avg_citations_Q10,norm_FI_2
positive_effect,0.03167551474070451,0.04566851517427106,0.02399374001943344,0.02657667020373311,0.018689639373141387,0.025562707333433354,0.0084182997129707,0.015878636089978748,avg_citations_Q10,norm_FI_2
